flow,temp,year,surv,proptrans
20,9,2001,0.554110956,0.159959135
20,9,2002,0.540732408,0.164117286
20,9,2003,0.563918112,0.181492929
20,9,2004,0.560132235,0.172080737
20,9,2005,0.55676668,0.194707897
20,9,2006,0.544562233,0.23751206
20,9,2007,0.570549929,0.164572799
20,9,2008,0.569448237,0.216306608
20,10,1929,0.501407853,0.166933694
20,10,1930,0.464299856,0.154938616
20,10,1931,0.474313429,0.155728078
20,10,1932,0.510732394,0.199991458
20,10,1933,0.505274898,0.163421465
20,10,1934,0.486233061,0.144455334
20,10,1935,0.503262549,0.156057656
20,10,1936,0.463405853,0.223621482
20,10,1937,0.511515213,0.15204882
20,10,1938,0.497521085,0.200038644
20,10,1939,0.475865753,0.177805164
20,10,1940,0.475719484,0.175205602
20,10,1941,0.52592888,0.145604204
20,10,1942,0.515961038,0.173068475
20,10,1943,0.47539812,0.20000021
20,10,1944,0.487050931,0.152865277
20,10,1945,0.507613496,0.20077417
20,10,1946,0.480642168,0.182091553
20,10,1947,0.474486444,0.22152422
20,10,1948,0.507351371,0.200023966
20,10,1949,0.484231331,0.232745646
20,10,1950,0.497620353,0.182601682
20,10,1951,0.505887149,0.181931691
20,10,1952,0.491416583,0.262613681
20,10,1953,0.504175234,0.173468211
20,10,1954,0.511068449,0.1900493
20,10,1955,0.492209219,0.167525438
20,10,1956,0.505812638,0.213569766
20,10,1957,0.518268863,0.237251218
20,10,1958,0.487742733,0.229833058
20,10,1959,0.515374131,0.166035441
20,10,1960,0.499161534,0.164493417
20,10,1961,0.516426145,0.154230879
20,10,1962,0.486648923,0.17460958
20,10,1963,0.511603912,0.192166728
20,10,1964,0.49329307,0.191881189
20,10,1965,0.501652257,0.235313019
20,10,1966,0.479524743,0.157048477
20,10,1967,0.516736714,0.175989914
20,10,1968,0.533618498,0.148796304
20,10,1969,0.490267918,0.222802261
20,10,1970,0.514498794,0.196547839
20,10,1971,0.498070523,0.245351548
20,10,1972,0.50601814,0.209948948
20,10,1973,0.513629746,0.15299643
20,10,1974,0.489535242,0.206983629
20,10,1975,0.489587465,0.19013214
20,10,1976,0.519674507,0.241969079
20,10,1977,0.502055667,0.14615646
20,10,1978,0.504732641,0.186363985
20,10,1979,0.523932073,0.192996326
20,10,1980,0.514665665,0.196060192
20,10,1981,0.512125314,0.179774568
20,10,1982,0.499927405,0.208458082
20,10,1983,0.514533928,0.198257572
20,10,1984,0.488278479,0.231835718
20,10,1985,0.492187642,0.178461044
20,10,1986,0.491752711,0.19354929
20,10,1987,0.493629921,0.141270695
20,10,1988,0.50486607,0.150914243
20,10,1989,0.472097247,0.179255136
20,10,1990,0.493021766,0.151554575
20,10,1991,0.511683631,0.149583614
20,10,1992,0.529065903,0.148454735
20,10,1993,0.511651915,0.223701701
20,10,1994,0.458834077,0.155762918
20,10,1995,0.514988425,0.20142007
20,10,1996,0.496201582,0.196606683
20,10,1997,0.489410969,0.239328191
20,10,1998,0.514445908,0.252357113
20,10,1999,0.506125916,0.192553106
20,10,2000,0.461363392,0.168387578
20,10,2001,0.498723527,0.153750043
20,10,2002,0.472254472,0.15573327
20,10,2003,0.51167193,0.169356878
20,10,2004,0.503920618,0.164014161
20,10,2005,0.496909511,0.184001408
20,10,2006,0.493364495,0.230261205
20,10,2007,0.509686778,0.159024446
20,10,2008,0.51539541,0.199363397
20,11,1929,0.439717478,0.158127808
20,11,1930,0.398069697,0.149336087
20,11,1931,0.414205302,0.149398108
20,11,1932,0.445269068,0.187239691
20,11,1933,0.433923971,0.150819399
20,11,1934,0.423109295,0.139159149
20,11,1935,0.431547015,0.148628694
20,11,1936,0.408291622,0.217977952
20,11,1937,0.443089281,0.14332423
20,11,1938,0.42791282,0.191192168
20,11,1939,0.426971378,0.173791413
20,11,1940,0.418341641,0.168511386
20,11,1941,0.461014753,0.136378987
20,11,1942,0.449686945,0.161059662
20,11,1943,0.402191128,0.189799058
20,11,1944,0.413997744,0.145259692
20,11,1945,0.442022166,0.189018899
20,11,1946,0.407480985,0.177793559
20,11,1947,0.40857635,0.216039185
20,11,1948,0.438712221,0.189273316
20,11,1949,0.414414218,0.222877861
20,11,1950,0.428667618,0.172386145
20,11,1951,0.4341911,0.171018551
20,11,1952,0.434975063,0.249737488
20,11,1953,0.417370906,0.162422282
20,11,1954,0.443034809,0.175164027
20,11,1955,0.408219668,0.153708369
20,11,1956,0.443636847,0.203929858
20,11,1957,0.459706815,0.222860445
20,11,1958,0.427020853,0.217498149
20,11,1959,0.447222173,0.152560346
20,11,1960,0.424641837,0.153532859
20,11,1961,0.445911761,0.144937393
20,11,1962,0.412961626,0.166641342
20,11,1963,0.445028704,0.175951099
20,11,1964,0.417016615,0.179211835
20,11,1965,0.42397685,0.225304676
20,11,1966,0.418551832,0.150699382
20,11,1967,0.458988239,0.163525038
20,11,1968,0.470489904,0.136080985
20,11,1969,0.42236045,0.210450193
20,11,1970,0.449091345,0.181457315
20,11,1971,0.429738854,0.23520278
20,11,1972,0.438814782,0.192065655
20,11,1973,0.441805269,0.143504481
20,11,1974,0.41631227,0.200028777
20,11,1975,0.404196457,0.176355809
20,11,1976,0.457278271,0.224340875
20,11,1977,0.430308361,0.139200015
20,11,1978,0.441186708,0.178056832
20,11,1979,0.466301761,0.182293625
20,11,1980,0.437498706,0.188659564
20,11,1981,0.434431691,0.171195197
20,11,1982,0.423705031,0.198524425
20,11,1983,0.43449352,0.185606904
20,11,1984,0.413649203,0.219303344
20,11,1985,0.433600769,0.170397455
20,11,1986,0.422216196,0.184498867
20,11,1987,0.431160725,0.136831107
20,11,1988,0.44651591,0.143980823
20,11,1989,0.403472951,0.171506744
20,11,1990,0.421869566,0.145712052
20,11,1991,0.435705222,0.141263275
20,11,1992,0.474442619,0.141612286
20,11,1993,0.466711767,0.203066033
20,11,1994,0.397447087,0.150263758
20,11,1995,0.438634711,0.187233533
20,11,1996,0.413493858,0.183535632
20,11,1997,0.412956828,0.228728595
20,11,1998,0.444762072,0.239590828
20,11,1999,0.430923906,0.182443319
20,11,2000,0.396789356,0.162825919
20,11,2001,0.435228402,0.143961845
20,11,2002,0.393038209,0.147126451
20,11,2003,0.440142888,0.159456517
20,11,2004,0.434207925,0.155490274
20,11,2005,0.425162548,0.17264443
20,11,2006,0.434716523,0.221209309
20,11,2007,0.435883902,0.15197665
20,11,2008,0.447841593,0.185520551
20,12,1929,0.372509064,0.149112017
20,12,1930,0.338473076,0.143404343
20,12,1931,0.357826722,0.142171957
20,12,1932,0.369849071,0.173626798
20,12,1933,0.348598172,0.14039784
20,12,1934,0.360832606,0.132829001
20,12,1935,0.349692539,0.140817635
20,12,1936,0.363667477,0.211699739
20,12,1937,0.363251242,0.133534929
20,12,1938,0.35310358,0.181485764
20,12,1939,0.388929251,0.168268545
20,12,1940,0.364454865,0.1613436
20,12,1941,0.386543783,0.126132868
20,12,1942,0.371493211,0.151152411
20,12,1943,0.321501027,0.180298146
20,12,1944,0.327940258,0.136724997
20,12,1945,0.368763058,0.175688068
20,12,1946,0.330564396,0.171956769
20,12,1947,0.348742337,0.208750777
20,12,1948,0.363676948,0.178020678
20,12,1949,0.331808957,0.211399681
20,12,1950,0.356791564,0.161954193
20,12,1951,0.351118102,0.159503326
20,12,1952,0.369104166,0.238153463
20,12,1953,0.313959199,0.150807085
20,12,1954,0.363223868,0.163241733
20,12,1955,0.314063954,0.142114263
20,12,1956,0.377041481,0.193602369
20,12,1957,0.390694774,0.207045509
20,12,1958,0.369223122,0.198574651
20,12,1959,0.364354249,0.141958375
20,12,1960,0.342220697,0.142416486
20,12,1961,0.357951043,0.135207686
20,12,1962,0.334508087,0.157921052
20,12,1963,0.363081903,0.16328933
20,12,1964,0.343852082,0.162103572
20,12,1965,0.334789405,0.211228391
20,12,1966,0.366586868,0.143494081
20,12,1967,0.407077624,0.147343685
20,12,1968,0.395873859,0.125438343
20,12,1969,0.341427917,0.197225687
20,12,1970,0.376156321,0.160520434
20,12,1971,0.358819899,0.223049874
20,12,1972,0.356707799,0.177695259
20,12,1973,0.352368599,0.133378469
20,12,1974,0.329990981,0.19226183
20,12,1975,0.315950925,0.157443427
20,12,1976,0.383231285,0.209491383
20,12,1977,0.352628019,0.128346212
20,12,1978,0.374224119,0.168918278
20,12,1979,0.397564063,0.170135047
20,12,1980,0.344477798,0.179600211
20,12,1981,0.346885488,0.162380469
20,12,1982,0.337574902,0.187670003
20,12,1983,0.338951404,0.172213647
20,12,1984,0.343811655,0.203083951
20,12,1985,0.369006089,0.161431575
20,12,1986,0.34015968,0.174555999
20,12,1987,0.36896061,0.131747271
20,12,1988,0.381445035,0.13631905
20,12,1989,0.329116428,0.16284335
20,12,1990,0.350747008,0.139432184
20,12,1991,0.348303226,0.132915895
20,12,1992,0.417666267,0.133975079
20,12,1993,0.409431087,0.186965368
20,12,1994,0.342114164,0.143999376
20,12,1995,0.346385647,0.172263848
20,12,1996,0.3221955,0.170572921
20,12,1997,0.325609629,0.21694631
20,12,1998,0.36430306,0.224829828
20,12,1999,0.344892496,0.171764187
20,12,2000,0.340095046,0.156182788
20,12,2001,0.35258354,0.134897561
20,12,2002,0.310306848,0.138199642
20,12,2003,0.351614389,0.148718459
20,12,2004,0.350884272,0.1456908
20,12,2005,0.350033738,0.156519142
20,12,2006,0.369795043,0.210857353
20,12,2007,0.360165,0.140790672
20,12,2008,0.373933668,0.171506751
20,13,1929,0.305396014,0.138996824
20,13,1930,0.287358329,0.136502811
20,13,1931,0.305606064,0.133806064
20,13,1932,0.301069287,0.153642503
20,13,1933,0.259876001,0.129192915
20,13,1934,0.304895129,0.12553474
20,13,1935,0.262941001,0.132046513
20,13,1936,0.330332912,0.203690013
20,13,1937,0.280450373,0.122860768
20,13,1938,0.291409207,0.165604866
20,13,1939,0.36215082,0.160924924
20,13,1940,0.314140878,0.15329945
20,13,1941,0.314877015,0.110892793
20,13,1942,0.291969103,0.140455079
20,13,1943,0.249210162,0.16942961
20,13,1944,0.23666383,0.12751342
20,13,1945,0.295353517,0.161006367
20,13,1946,0.269850036,0.160992555
20,13,1947,0.29653099,0.198770298
20,13,1948,0.290294217,0.167596905
20,13,1949,0.243657782,0.198528647
20,13,1950,0.289400601,0.151023882
20,13,1951,0.268301382,0.141811606
20,13,1952,0.30521598,0.224896559
20,13,1953,0.21117243,0.133428167
20,13,1954,0.283700476,0.150777381
20,13,1955,0.233696052,0.124409492
20,13,1956,0.311262538,0.182781416
20,13,1957,0.316239614,0.189425272
20,13,1958,0.302923458,0.184013414
20,13,1959,0.276688461,0.130790339
20,13,1960,0.271210737,0.126033771
20,13,1961,0.2593618,0.124575317
20,13,1962,0.270888596,0.144490461
20,13,1963,0.274624277,0.15002786
20,13,1964,0.269934742,0.149238667
20,13,1965,0.236731974,0.198094449
20,13,1966,0.327219866,0.135231894
20,13,1967,0.348674774,0.13481979
20,13,1968,0.317811598,0.113897293
20,13,1969,0.259772782,0.178524181
20,13,1970,0.293771106,0.144996963
20,13,1971,0.301522916,0.203864488
20,13,1972,0.269713195,0.16269266
20,13,1973,0.252462688,0.122630207
20,13,1974,0.242684475,0.182222684
20,13,1975,0.229861778,0.142920698
20,13,1976,0.307644854,0.193056222
20,13,1977,0.267204203,0.118303301
20,13,1978,0.318628236,0.154015353
20,13,1979,0.330301454,0.151537055
20,13,1980,0.244189865,0.168724306
20,13,1981,0.267103685,0.148642257
20,13,1982,0.24916877,0.175202122
20,13,1983,0.237889808,0.157099295
20,13,1984,0.273204854,0.190199012
20,13,1985,0.303966895,0.151278621
20,13,1986,0.257948222,0.158528913
20,13,1987,0.312409853,0.125363922
20,13,1988,0.315173174,0.127767477
20,13,1989,0.25859397,0.153333529
20,13,1990,0.288622432,0.132010354
20,13,1991,0.262295027,0.120965313
20,13,1992,0.373139157,0.122162512
20,13,1993,0.350221826,0.170003696
20,13,1994,0.292723556,0.136947136
20,13,1995,0.249779687,0.150739753
20,13,1996,0.233944853,0.158062925
20,13,1997,0.234864422,0.203689959
20,13,1998,0.277335177,0.207889293
20,13,1999,0.25594225,0.159473053
20,13,2000,0.291152327,0.14895743
20,13,2001,0.261889744,0.124682979
20,13,2002,0.245362998,0.12442119
20,13,2003,0.25337994,0.136894399
20,13,2004,0.265769438,0.130452992
20,13,2005,0.266939096,0.143757752
20,13,2006,0.304489611,0.199319505
20,13,2007,0.277725942,0.13025782
20,13,2008,0.300866652,0.157421165
20,14,1929,0.243599707,0.12778602
20,14,1930,0.238248305,0.128240481
20,14,1931,0.252981973,0.124419134
20,14,1932,0.232620537,0.139018236
20,14,1933,0.178549633,0.117234382
20,14,1934,0.257286112,0.117580632
20,14,1935,0.180844145,0.122194235
20,14,1936,0.301916184,0.194469008
20,14,1937,0.21532431,0.107188223
20,14,1938,0.231595224,0.152180928
20,14,1939,0.339808295,0.151638756
20,14,1940,0.262989325,0.144167048
20,14,1941,0.240859881,0.098778546
20,14,1942,0.230079694,0.124176498
20,14,1943,0.193748413,0.156958511
20,14,1944,0.159830633,0.113501734
20,14,1945,0.22960401,0.145632155
20,14,1946,0.213356911,0.150131651
20,14,1947,0.245739103,0.186311791
20,14,1948,0.23670867,0.153196592
20,14,1949,0.163597573,0.183625499
20,14,1950,0.230643462,0.139389506
20,14,1951,0.186661648,0.127621016
20,14,1952,0.248764517,0.208939726
20,14,1953,0.12656874,0.118930535
20,14,1954,0.224035555,0.13288583
20,14,1955,0.166577254,0.110589765
20,14,1956,0.262546228,0.165973541
20,14,1957,0.25345614,0.1643721
20,14,1958,0.242905459,0.168962033
20,14,1959,0.19413352,0.118896237
20,14,1960,0.206015631,0.113867927
20,14,1961,0.171270317,0.108626661
20,14,1962,0.212085231,0.133206232
20,14,1963,0.18966979,0.135870694
20,14,1964,0.208992791,0.135932954
20,14,1965,0.150995673,0.183637811
20,14,1966,0.295025217,0.125768887
20,14,1967,0.291673951,0.121647786
20,14,1968,0.252168446,0.097538201
20,14,1969,0.178707351,0.162748919
20,14,1970,0.216778061,0.129011137
20,14,1971,0.243411564,0.187234426
20,14,1972,0.18825969,0.14706534
20,14,1973,0.163428373,0.106888552
20,14,1974,0.164718819,0.169268565
20,14,1975,0.163717479,0.128625541
20,14,1976,0.239038275,0.175735829
20,14,1977,0.189034955,0.107620011
20,14,1978,0.259578643,0.14163153
20,14,1979,0.258038802,0.136739408
20,14,1980,0.1549129,0.156004493
20,14,1981,0.192640007,0.135708076
20,14,1982,0.169077003,0.161031919
20,14,1983,0.154904768,0.134632307
20,14,1984,0.21534124,0.176320698
20,14,1985,0.25545662,0.135093477
20,14,1986,0.177575202,0.144538881
20,14,1987,0.263082239,0.117676763
20,14,1988,0.263949209,0.114575083
20,14,1989,0.212900934,0.138875963
20,14,1990,0.23901006,0.12327285
20,14,1991,0.178464808,0.110857345
20,14,1992,0.322999908,0.111933321
20,14,1993,0.291961329,0.152759424
20,14,1994,0.243008852,0.129260712
20,14,1995,0.159489917,0.134581534
20,14,1996,0.161367051,0.144616364
20,14,1997,0.160563249,0.183141607
20,14,1998,0.193472066,0.188681113
20,14,1999,0.174622267,0.146295823
20,14,2000,0.242739913,0.140429617
20,14,2001,0.176355421,0.113651689
20,14,2002,0.188574417,0.113232626
20,14,2003,0.167159173,0.119432636
20,14,2004,0.181955906,0.118515864
20,14,2005,0.192340979,0.13037424
20,14,2006,0.256030931,0.180676149
20,14,2007,0.203548531,0.118256633
20,14,2008,0.235950618,0.143026876
20,15,1929,0.190616002,0.115903062
20,15,1930,0.186502091,0.11872808
20,15,1931,0.196982277,0.114137907
20,15,1932,0.178862268,0.12266976
20,15,1933,0.122561056,0.098798672
20,15,1934,0.20480008,0.111598546
20,15,1935,0.115679751,0.111799275
20,15,1936,0.272141048,0.183224025
20,15,1937,0.15912794,0.094296746
20,15,1938,0.185371564,0.135452682
20,15,1939,0.314224064,0.140683106
20,15,1940,0.208623325,0.133892985
20,15,1941,0.178241669,0.086223116
20,15,1942,0.175171379,0.109674687
20,15,1943,0.165700339,0.135077771
20,15,1944,0.101636736,0.102334898
20,15,1945,0.17625645,0.129877507
20,15,1946,0.172423956,0.13642281
20,15,1947,0.192029145,0.17140151
20,15,1948,0.187027818,0.141026125
20,15,1949,0.112786718,0.160854588
20,15,1950,0.182228193,0.127395975
20,15,1951,0.124966455,0.111861575
20,15,1952,0.201320299,0.19163807
20,15,1953,0.076397466,0.103529818
20,15,1954,0.171678791,0.117557964
20,15,1955,0.122001823,0.096161786
20,15,1956,0.212715655,0.150568947
20,15,1957,0.193363508,0.144586031
20,15,1958,0.192821332,0.153797331
20,15,1959,0.134851099,0.100807838
20,15,1960,0.159378519,0.1006175
20,15,1961,0.104954725,0.09551327
20,15,1962,0.168915937,0.12021027
20,15,1963,0.120779662,0.121247466
20,15,1964,0.163287755,0.12218486
20,15,1965,0.095258904,0.16666448
20,15,1966,0.2626031,0.11542492
20,15,1967,0.236133399,0.107622069
20,15,1968,0.190005721,0.084846604
20,15,1969,0.118268761,0.145678219
20,15,1970,0.162847678,0.105853125
20,15,1971,0.194381582,0.169504788
20,15,1972,0.124634403,0.130524896
20,15,1973,0.097628154,0.093929427
20,15,1974,0.107054637,0.15451485
20,15,1975,0.130617482,0.107522014
20,15,1976,0.193512992,0.149199559
20,15,1977,0.127360331,0.095661864
20,15,1978,0.20725756,0.127408231
20,15,1979,0.195832704,0.120124076
20,15,1980,0.095418012,0.141323664
20,15,1981,0.135640305,0.121770741
20,15,1982,0.109022011,0.145895444
20,15,1983,0.097098632,0.117438945
20,15,1984,0.172466896,0.161896481
20,15,1985,0.20586874,0.121547888
20,15,1986,0.117847584,0.12834849
20,15,1987,0.20837813,0.111904288
20,15,1988,0.211476344,0.10322895
20,15,1989,0.171990952,0.125765966
20,15,1990,0.19803192,0.113515574
20,15,1991,0.113867456,0.099287599
20,15,1992,0.27594268,0.101110586
20,15,1993,0.244690487,0.128460593
20,15,1994,0.18960227,0.120286803
20,15,1995,0.096849907,0.117591197
20,15,1996,0.111073499,0.131270582
20,15,1997,0.104874859,0.165087511
20,15,1998,0.124612589,0.168388381
20,15,1999,0.11930524,0.124722831
20,15,2000,0.191263984,0.130873413
20,15,2001,0.110864287,0.101463637
20,15,2002,0.149726713,0.100965898
20,15,2003,0.103193847,0.104963186
20,15,2004,0.118718913,0.105448235
20,15,2005,0.133907917,0.116455544
20,15,2006,0.206602575,0.163919024
20,15,2007,0.144798129,0.105189589
20,15,2008,0.183303957,0.128433584
20,16,1929,0.14890672,0.102898969
20,16,1930,0.13670337,0.108382447
20,16,1931,0.142747054,0.103340769
20,16,1932,0.138769598,0.107137969
20,16,1933,0.085170176,0.085441558
20,16,1934,0.167535986,0.101826714
20,16,1935,0.083194879,0.094926696
20,16,1936,0.239832442,0.170954943
20,16,1937,0.11944781,0.081813384
20,16,1938,0.158705432,0.11273453
20,16,1939,0.282783429,0.127356704
20,16,1940,0.156427343,0.123092133
20,16,1941,0.138310163,0.069726814
20,16,1942,0.134797258,0.095959298
20,16,1943,0.136523638,0.11881634
20,16,1944,0.072238876,0.089776972
20,16,1945,0.144324643,0.107735819
20,16,1946,0.143119031,0.120760471
20,16,1947,0.140485534,0.154923718
20,16,1948,0.150334312,0.125912414
20,16,1949,0.082948842,0.141854067
20,16,1950,0.155229485,0.107695346
20,16,1951,0.088796311,0.097162729
20,16,1952,0.172273986,0.163160573
20,16,1953,0.059146379,0.083291113
20,16,1954,0.134398424,0.102847307
20,16,1955,0.1007546,0.077176972
20,16,1956,0.171020076,0.133546998
20,16,1957,0.14578399,0.125525093
20,16,1958,0.153611256,0.135850862
20,16,1959,0.093815962,0.08755323
20,16,1960,0.127208126,0.087789469
20,16,1961,0.070023744,0.082901108
20,16,1962,0.137299677,0.106090776
20,16,1963,0.083256335,0.099769852
20,16,1964,0.130549807,0.107119783
20,16,1965,0.071282866,0.147274519
20,16,1966,0.227922424,0.104579489
20,16,1967,0.193197252,0.088010523
20,16,1968,0.141895664,0.072624329
20,16,1969,0.084183331,0.128169394
20,16,1970,0.116491841,0.090138213
20,16,1971,0.155815482,0.149742973
20,16,1972,0.086050851,0.113681271
20,16,1973,0.063955187,0.081247221
20,16,1974,0.075623821,0.137084598
20,16,1975,0.104946911,0.092374848
20,16,1976,0.150547631,0.130061219
20,16,1977,0.085389683,0.082894389
20,16,1978,0.162594347,0.111828472
20,16,1979,0.146516057,0.103858918
20,16,1980,0.075746765,0.117887691
20,16,1981,0.095793624,0.106369248
20,16,1982,0.082666024,0.121862777
20,16,1983,0.06872565,0.100717266
20,16,1984,0.1425745,0.144274173
20,16,1985,0.165047184,0.10672694
20,16,1986,0.083562228,0.112466134
20,16,1987,0.167792676,0.102514683
20,16,1988,0.166779207,0.09099979
20,16,1989,0.142928079,0.111484392
20,16,1990,0.161063414,0.103131607
20,16,1991,0.07559668,0.086984711
20,16,1992,0.230644439,0.089099076
20,16,1993,0.193390946,0.111729648
20,16,1994,0.138008552,0.110741308
20,16,1995,0.065421179,0.101515575
20,16,1996,0.081677038,0.115416584
20,16,1997,0.077233089,0.145455072
20,16,1998,0.086326079,0.139338848
20,16,1999,0.083019117,0.108794515
20,16,2000,0.143019432,0.120654706
20,16,2001,0.078834552,0.083737535
20,16,2002,0.123612136,0.0879387
20,16,2003,0.06999772,0.090878342
20,16,2004,0.08198178,0.091972102
20,16,2005,0.092706287,0.101223634
20,16,2006,0.165771962,0.145466433
20,16,2007,0.102536021,0.091450286
20,16,2008,0.151941186,0.106511545
20,17,1929,0.126787599,0.084011912
20,17,1930,0.098201411,0.096211921
20,17,1931,0.100266361,0.091226306
20,17,1932,0.114240379,0.087247318
20,17,1933,0.066829276,0.072801922
20,17,1934,0.132961453,0.090919979
20,17,1935,0.06800602,0.082471929
20,17,1936,0.206969065,0.156579395
20,17,1937,0.096866941,0.065798671
20,17,1938,0.126948628,0.097456437
20,17,1939,0.247067669,0.112973468
20,17,1940,0.115576383,0.10990763
20,17,1941,0.103923862,0.058659113
20,17,1942,0.103023509,0.082735256
20,17,1943,0.112479465,0.102665298
20,17,1944,0.06295618,0.077404809
20,17,1945,0.112248766,0.092718994
20,17,1946,0.121073587,0.105161597
20,17,1947,0.100775356,0.136394059
20,17,1948,0.122710352,0.111312582
20,17,1949,0.072610084,0.123602693
20,17,1950,0.127105073,0.09354957
20,17,1951,0.078332474,0.078666153
20,17,1952,0.137437928,0.142162695
20,17,1953,0.047187364,0.069650147
20,17,1954,0.106711706,0.088629753
20,17,1955,0.078542063,0.064669371
20,17,1956,0.135357412,0.116661893
20,17,1957,0.107234089,0.107682451
20,17,1958,0.123296721,0.119202942
20,17,1959,0.073334051,0.075013113
20,17,1960,0.110495914,0.070959343
20,17,1961,0.060523372,0.06649102
20,17,1962,0.120508391,0.08734447
20,17,1963,0.062391581,0.085108203
20,17,1964,0.114049429,0.087167883
20,17,1965,0.071692813,0.120126493
20,17,1966,0.192774414,0.092418662
20,17,1967,0.149521998,0.07494264
20,17,1968,0.114653162,0.057316312
20,17,1969,0.069396065,0.111023574
20,17,1970,0.081162219,0.075861995
20,17,1971,0.126500969,0.130786365
20,17,1972,0.074075226,0.09194916
20,17,1973,0.050006788,0.069159112
20,17,1974,0.064657949,0.119942169
20,17,1975,0.088694214,0.078037608
20,17,1976,0.115305223,0.111742483
20,17,1977,0.065785221,0.066597688
20,17,1978,0.13211128,0.091127868
20,17,1979,0.113380365,0.083031934
20,17,1980,0.068299952,0.101242018
20,17,1981,0.069221302,0.091249847
20,17,1982,0.071009198,0.104680334
20,17,1983,0.060997249,0.079922195
20,17,1984,0.121282907,0.126978318
20,17,1985,0.130667539,0.092375633
20,17,1986,0.073668705,0.090962945
20,17,1987,0.130410176,0.09153498
20,17,1988,0.127829701,0.078961397
20,17,1989,0.1214933,0.097900797
20,17,1990,0.127560104,0.090851921
20,17,1991,0.063724406,0.070331978
20,17,1992,0.187468544,0.077515206
20,17,1993,0.149284306,0.095759976
20,17,1994,0.098979426,0.099639981
20,17,1995,0.057339519,0.081218801
20,17,1996,0.067527732,0.099808219
20,17,1997,0.068598642,0.126162559
20,17,1998,0.064235646,0.119349305
20,17,1999,0.065373081,0.093493729
20,17,2000,0.107868362,0.10880452
20,17,2001,0.060712994,0.071665674
20,17,2002,0.105139771,0.075292317
20,17,2003,0.061163897,0.07277508
20,17,2004,0.064428177,0.079065732
20,17,2005,0.065872879,0.086493796
20,17,2006,0.131417229,0.126882695
20,17,2007,0.074324291,0.07817624
20,17,2008,0.119676763,0.091504027
20,18,1929,0.103080012,0.071239108
20,18,1930,0.075140634,0.084079383
20,18,1931,0.07478712,0.079307034
20,18,1932,0.085360574,0.073348364
20,18,1933,0.06264461,0.056799219
20,18,1934,0.103308734,0.079565151
20,18,1935,0.064603682,0.070641515
20,18,1936,0.175566166,0.140168726
20,18,1937,0.071784192,0.055091859
20,18,1938,0.09909772,0.081698161
20,18,1939,0.210338999,0.098818824
20,18,1940,0.090291123,0.096927272
20,18,1941,0.087500376,0.045427218
20,18,1942,0.081411731,0.064981812
20,18,1943,0.09144942,0.087261233
